tmscore_to_label_by_pred,tmscore_to_label_by_label,tmscore_to_alt_label_by_pred,tmscore_to_alt_label_by_alt_label,rmsd_to_label,rmsd_alt_label,tmscore_xlabel_self2alt,tmscore_xlabel_alt2self,rmsd_xlabel
0.42026433887363956,0.4365588675659669,0.4464663474482375,0.46091529386255015,0,0,0.5080645620259083,0.5046945357740573,0
0.46063293445846315,0.4808148659543966,0.41844083189824754,0.4332801853658942,0,0,0.5080645620259083,0.5046945357740573,0
0.44430944064159633,0.4643077887090691,0.4367915704537189,0.4533308241190323,0,0,0.5080645620259083,0.5046945357740573,0
0.4984203025879412,0.5187975079376137,0.42896635060990407,0.4453867494944046,0,0,0.5080645620259083,0.5046945357740573,0
0.5219454896007693,0.5417321568258673,0.47649484327646596,0.494998579418253,0,0,0.5080645620259083,0.5046945357740573,0
0.29396993933807036,0.30442208264128656,0.26527721454622893,0.27339359061208324,0,0,0.5080645620259083,0.5046945357740573,0
0.4523097501725986,0.4728291703943692,0.48923514828845155,0.5068189016846836,0,0,0.5080645620259083,0.5046945357740573,0
0.37507212740194534,0.38662239589262243,0.5117751425978095,0.5274823228054211,0,0,0.5080645620259083,0.5046945357740573,0
0.44110209993830607,0.46068749234535794,0.6671495753831491,0.6895135497350323,0,0,0.5080645620259083,0.5046945357740573,0
0.31855238940123615,0.32974502846990167,0.33184142721347093,0.3419038210343643,0,0,0.5080645620259083,0.5046945357740573,0
0.44760068485898025,0.468013718980282,0.5960061732467898,0.6173413861960352,0,0,0.5080645620259083,0.5046945357740573,0
0.632399039812448,0.65603411381995,0.4041689971516013,0.4191333601736195,0,0,0.5080645620259083,0.5046945357740573,0
0.4464699627927701,0.4648735544952706,0.4240872282498771,0.4392798679518861,0,0,0.5080645620259083,0.5046945357740573,0
0.4664765638960434,0.48831892492164225,0.7419327692213381,0.7689629395488211,0,0,0.5080645620259083,0.5046945357740573,0
0.4885400603153811,0.5107719285677436,0.4722811660550002,0.49097508078765045,0,0,0.5080645620259083,0.5046945357740573,0
0.45100543490933265,0.4716769316601256,0.713971431614124,0.7386999094742195,0,0,0.5080645620259083,0.5046945357740573,0
0.280349959717741,0.2903659991304395,0.2657860427673993,0.27400232253137263,0,0,0.5080645620259083,0.5046945357740573,0
0.47144519465818197,0.49132109332890084,0.46670454380444243,0.48494327996876724,0,0,0.5080645620259083,0.5046945357740573,0
0.4209546285136426,0.43907531172620257,0.5469453204446788,0.5648279649584986,0,0,0.5080645620259083,0.5046945357740573,0
0.43282257251428924,0.45189824257358807,0.4877118101609684,0.5029852676752539,0,0,0.5080645620259083,0.5046945357740573,0
0.3753856824300561,0.38882209489521824,0.32793262682553687,0.33805707825046905,0,0,0.5080645620259083,0.5046945357740573,0
0.3395656092045613,0.3533653522445632,0.35507308289920053,0.36683306282553213,0,0,0.5080645620259083,0.5046945357740573,0
0.3713179811413785,0.38478418845989737,0.3548219383838443,0.3663669161482342,0,0,0.5080645620259083,0.5046945357740573,0
0.45202553796450073,0.47270601726120137,0.581542241401778,0.6002544725927419,0,0,0.5080645620259083,0.5046945357740573,0
0.4475639842691446,0.46748411729858896,0.4695686170788419,0.4875997229520351,0,0,0.5080645620259083,0.5046945357740573,0
0.32250721680032773,0.33366841416549414,0.3834945021121083,0.3947714844913124,0,0,0.5080645620259083,0.5046945357740573,0
0.4631218074124045,0.48467943861782353,0.5372072839289468,0.555951377980252,0,0,0.5080645620259083,0.5046945357740573,0
0.5223813029837606,0.5451024575194715,0.4383647398018554,0.455941277335149,0,0,0.5080645620259083,0.5046945357740573,0
0.4544375424392392,0.4754189010224801,0.6392580736106963,0.661704925087882,0,0,0.5080645620259083,0.5046945357740573,0
0.4541673084829474,0.4754280208121538,0.45071644512184134,0.46816651870109305,0,0,0.5080645620259083,0.5046945357740573,0
0.464992233860515,0.4825058521179942,0.4205100290672989,0.4353615221913152,0,0,0.5080645620259083,0.5046945357740573,0
0.6542738704105898,0.678680822677158,0.46923099613449437,0.48711169868808935,0,0,0.5080645620259083,0.5046945357740573,0
0.5167055053422998,0.5382702608859775,0.4960702477094916,0.5139202852453306,0,0,0.5080645620259083,0.5046945357740573,0
0.36288706048062663,0.37588184988324025,0.33987483232209353,0.3502834467758467,0,0,0.5080645620259083,0.5046945357740573,0
0.34441816106868445,0.3567003479832104,0.5523095530028108,0.5696245468118577,0,0,0.5080645620259083,0.5046945357740573,0
0.4436974806629246,0.4635704698985807,0.5706692789838137,0.5912476727250495,0,0,0.5080645620259083,0.5046945357740573,0
0.30597008172217605,0.3179006440567793,0.31594106920356657,0.32531334254618005,0,0,0.5080645620259083,0.5046945357740573,0
0.4200295773228174,0.4358825441340447,0.3700929857480395,0.3827595588173738,0,0,0.5080645620259083,0.5046945357740573,0
0.42132495999818736,0.4400558565392942,0.4353927026915506,0.45217062778725364,0,0,0.5080645620259083,0.5046945357740573,0
0.44867006053690034,0.4690575471984804,0.4944352690440068,0.5132317080696087,0,0,0.5080645620259083,0.5046945357740573,0
0.4591382582472686,0.4791301559789589,0.46431635190548926,0.48162497861901205,0,0,0.5080645620259083,0.5046945357740573,0
0.3729787179595024,0.385397158658084,0.30729248328813635,0.31670123761130325,0,0,0.5080645620259083,0.5046945357740573,0
0.44463555895990925,0.46465214116794357,0.45055833999672645,0.4675639441694987,0,0,0.5080645620259083,0.5046945357740573,0
0.5241058716385654,0.54555754894865,0.4775267336551851,0.4947633937589194,0,0,0.5080645620259083,0.5046945357740573,0
0.3753821134031544,0.39029598230631274,0.40127207816961014,0.41308578186275074,0,0,0.5080645620259083,0.5046945357740573,0
0.4098082507854814,0.4267083033073257,0.41977705786719394,0.4308217871468939,0,0,0.5080645620259083,0.5046945357740573,0
0.46475693736519524,0.4865554644807124,0.49670801664018843,0.5109323126233648,0,0,0.5080645620259083,0.5046945357740573,0
0.4279173606503565,0.44657055408770613,0.6720358231895627,0.6956666410144889,0,0,0.5080645620259083,0.5046945357740573,0
0.5076225924187197,0.5307677579193032,0.46096631639500185,0.4783806198726721,0,0,0.5080645620259083,0.5046945357740573,0
0.3705463558089821,0.3851860115635685,0.44321295681669437,0.45508274487347794,0,0,0.5080645620259083,0.5046945357740573,0
0.8102190380618337,0.8446273262202291,0.48416247941043056,0.5025864314140563,0,0,0.5080645620259083,0.5046945357740573,0
0.4373168385683152,0.4569615843041072,0.5413254266927234,0.5599174142489546,0,0,0.5080645620259083,0.5046945357740573,0
0.4389481049537187,0.45860721718242203,0.4736486212178387,0.4866499984403229,0,0,0.5080645620259083,0.5046945357740573,0
0.372132207857239,0.38730563499204096,0.5136285902203807,0.5302267660511877,0,0,0.5080645620259083,0.5046945357740573,0
0.5313661739271318,0.5499338355736573,0.47087451738638936,0.48897630541764137,0,0,0.5080645620259083,0.5046945357740573,0
0.6770413485188296,0.7029210939756905,0.49441364866901316,0.5140546505420095,0,0,0.5080645620259083,0.5046945357740573,0
0.44811791096330655,0.46843012868630274,0.5933838745636639,0.6124386199331691,0,0,0.5080645620259083,0.5046945357740573,0
0.4330074892142694,0.44974196924869836,0.44574297535365465,0.460114938322591,0,0,0.5080645620259083,0.5046945357740573,0
0.4440690561583087,0.46428226447449933,0.5298271664641315,0.5484636545737518,0,0,0.5080645620259083,0.5046945357740573,0
0.5046775667292435,0.5264728867737095,0.5138013078498587,0.5318573429799883,0,0,0.5080645620259083,0.5046945357740573,0
0.41756274081873024,0.4339286493672001,0.45155081331171126,0.46657600870216714,0,0,0.5080645620259083,0.5046945357740573,0
0.39291679062517926,0.40639768195319204,0.35151053427057316,0.3627985272275613,0,0,0.5080645620259083,0.5046945357740573,0
0.4383006547881239,0.453708792671615,0.5767053496992153,0.59607176353779,0,0,0.5080645620259083,0.5046945357740573,0
0.46890856618793075,0.48924409323704704,0.4282936559297239,0.44487201208195715,0,0,0.5080645620259083,0.5046945357740573,0
0.45889811513782147,0.4793839870694813,0.5298153040776851,0.5484363069494113,0,0,0.5080645620259083,0.5046945357740573,0
0.4369105715640181,0.4544854180928302,0.5350667778787493,0.5511110497821414,0,0,0.5080645620259083,0.5046945357740573,0
0.5174718235431421,0.5359085962795699,0.3731470614837725,0.38547734046694165,0,0,0.5080645620259083,0.5046945357740573,0
0.44266532657119523,0.4625185520417748,0.4777968861345322,0.4956631990340567,0,0,0.5080645620259083,0.5046945357740573,0
0.43082693373271175,0.44588599518437005,0.360146206987396,0.37288921600986363,0,0,0.5080645620259083,0.5046945357740573,0
0.40053046907993256,0.4164855748793058,0.4107424403783819,0.42341490806313786,0,0,0.5080645620259083,0.5046945357740573,0
0.2969532992231525,0.30502411923363415,0.36972974653527535,0.3795977803316367,0,0,0.5080645620259083,0.5046945357740573,0
0.4417980297703831,0.46118042565165185,0.5075921211336167,0.5244589756694127,0,0,0.5080645620259083,0.5046945357740573,0
0.5645941032793342,0.5857731362811613,0.4798204686329232,0.4968632398082911,0,0,0.5080645620259083,0.5046945357740573,0
0.46170532461116554,0.4818471553132875,0.4418573906924191,0.45926425956740474,0,0,0.5080645620259083,0.5046945357740573,0
0.4648967839024563,0.4864300666554203,0.5939855730127118,0.6158917225818655,0,0,0.5080645620259083,0.5046945357740573,0
0.4570646534332322,0.4779847738163751,0.4543378675297011,0.47221344712675883,0,0,0.5080645620259083,0.5046945357740573,0
0.4513471833921616,0.4723053998838739,0.6328217442389931,0.6536426589859892,0,0,0.5080645620259083,0.5046945357740573,0
0.47638212694689597,0.4944781073468539,0.40862206578971605,0.4213478662560682,0,0,0.5080645620259083,0.5046945357740573,0
0.569324800942093,0.5906874157297952,0.40811721298278913,0.42325964889659573,0,0,0.5080645620259083,0.5046945357740573,0
0.3366430099698499,0.3472360190753428,0.44898300284585313,0.4615093468075361,0,0,0.5080645620259083,0.5046945357740573,0
0.42679178400413503,0.4454973427735231,0.44759878838770856,0.46409002644691033,0,0,0.5080645620259083,0.5046945357740573,0
0.5098400613400723,0.5309904117014799,0.4656647583732962,0.48359494465236935,0,0,0.5080645620259083,0.5046945357740573,0
0.39983500160701,0.4142384976526523,0.34182046811861777,0.35275071492348953,0,0,0.5080645620259083,0.5046945357740573,0
0.48671366015573747,0.5068742946602572,0.4164401136072255,0.4316082351773996,0,0,0.5080645620259083,0.5046945357740573,0
0.4625100790255552,0.4807531322361443,0.41035217982551014,0.42534833281526024,0,0,0.5080645620259083,0.5046945357740573,0
0.4532004720640897,0.47407960148802775,0.6168510506903389,0.6388520626574085,0,0,0.5080645620259083,0.5046945357740573,0
